cve_id,hash,repo_url,rel_type,score
CVE-2023-49285,deee944f9a12c9fd399ce52f3e2526bb573a9470,https://github.com/squid-cache/squid,NVD_DIRECT_COMMIT,1337
CVE-2023-36281,22abeb9f6cc555591bf8e92b5e328e43aa07ff6c,https://github.com/langchain-ai/langchain,GHSD_DIRECT_COMMIT,1337
CVE-2023-39659,cadfce295f8a33828fc635c2e5ea28b883e5c992,https://github.com/langchain-ai/langchain,GHSD_DIRECT_COMMIT,1337
CVE-2016-6156,096cdc6f52225835ff503f987a0d68ef770bb78e,https://github.com/torvalds/linux,NVD_DIRECT_COMMIT,1337
CVE-2021-33503,2d4a3fee6de2fa45eb82169361918f759269b4ec,https://github.com/urllib3/urllib3,NVD_DIRECT_COMMIT,1337
CVE-2020-23931,093283e727f396130651280609e687cd4778e0d1,https://github.com/gpac/gpac,NVD_DIRECT_COMMIT,1337
CVE-2020-7212,a74c9cfbaed9f811e7563cfc3dce894928e0221a,https://github.com/urllib3/urllib3,NVD_DIRECT_COMMIT,1337
CVE-2023-50263,7c4cf3137f45f1541f09f2f6a7f8850cd3a2eaee,https://github.com/nautobot/nautobot,NVD_DIRECT_COMMIT,1337
CVE-2023-25657,d47f157e83b0c353bb2b697f911882c71cf90ca0,https://github.com/nautobot/nautobot,NVD_DIRECT_COMMIT,1337
CVE-2022-39214,4c1df9927d1dc6b0181ee20721f93346def026fd,https://github.com/Combodo/iTop,NVD_DIRECT_COMMIT,1337
CVE-2012-6543,04d4fbca1017c11381e7d82acea21dd741e748bc,https://github.com/torvalds/linux,NVD_DIRECT_COMMIT,1337
CVE-2011-4611,0837e3242c73566fc1c0196b4ec61779c25ffc93,https://github.com/torvalds/linux,NVD_DIRECT_COMMIT,1337
CVE-2015-7513,0185604c2d82c560dab2f2933a18f797e74ab5a8,https://github.com/torvalds/linux,NVD_DIRECT_COMMIT,1337
CVE-2023-50020,1aba814938e3a1b2eec7014bf6ce132d34622e08,https://github.com/open5gs/open5gs,NVD_DIRECT_COMMIT,1337
